Minute,Timestamp,Best_Objective,Best_Run,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status,Run6_Steps,Run6_Objective,Run6_Status,Run7_Steps,Run7_Objective,Run7_Status
5,2025-10-03 14:33:58,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
5,2025-10-03 14:34:09,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
5,2025-10-03 14:34:21,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
6,2025-10-03 14:34:32,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
6,2025-10-03 14:34:44,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
6,2025-10-03 14:34:56,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
6,2025-10-03 14:35:07,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
6,2025-10-03 14:35:18,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
7,2025-10-03 14:35:30,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
7,2025-10-03 14:35:42,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
7,2025-10-03 14:35:53,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
7,2025-10-03 14:36:05,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
7,2025-10-03 14:36:17,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
7,2025-10-03 14:36:28,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
8,2025-10-03 14:36:40,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
8,2025-10-03 14:36:51,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
8,2025-10-03 14:37:03,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
8,2025-10-03 14:37:15,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
8,2025-10-03 14:37:27,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
9,2025-10-03 14:37:39,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
9,2025-10-03 14:37:50,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
9,2025-10-03 14:38:02,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
9,2025-10-03 14:38:13,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
9,2025-10-03 14:38:25,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
10,2025-10-03 14:38:36,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
10,2025-10-03 14:38:48,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
10,2025-10-03 14:38:59,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
10,2025-10-03 14:39:11,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
10,2025-10-03 14:39:23,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
11,2025-10-03 14:39:34,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
11,2025-10-03 14:39:45,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
11,2025-10-03 14:39:57,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
11,2025-10-03 14:40:08,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
11,2025-10-03 14:40:21,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
12,2025-10-03 14:40:32,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
12,2025-10-03 14:40:43,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
12,2025-10-03 14:40:56,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
12,2025-10-03 14:41:07,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
12,2025-10-03 14:41:18,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
12,2025-10-03 14:41:30,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
13,2025-10-03 14:41:42,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
13,2025-10-03 14:41:53,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
13,2025-10-03 14:42:05,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
13,2025-10-03 14:42:17,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
13,2025-10-03 14:42:28,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
14,2025-10-03 14:42:39,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
14,2025-10-03 14:42:51,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
14,2025-10-03 14:43:03,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
14,2025-10-03 14:43:14,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
14,2025-10-03 14:43:26,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
15,2025-10-03 14:43:37,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
15,2025-10-03 14:43:49,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
15,2025-10-03 14:44:01,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
15,2025-10-03 14:44:13,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
15,2025-10-03 14:44:25,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
16,2025-10-03 14:44:37,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
16,2025-10-03 14:44:48,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
16,2025-10-03 14:45:01,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
16,2025-10-03 14:45:12,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
16,2025-10-03 14:45:24,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
17,2025-10-03 14:45:36,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
17,2025-10-03 14:45:47,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
17,2025-10-03 14:45:58,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
17,2025-10-03 14:46:10,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
17,2025-10-03 14:46:21,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
18,2025-10-03 14:46:33,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
18,2025-10-03 14:46:45,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
18,2025-10-03 14:46:56,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
18,2025-10-03 14:47:08,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
18,2025-10-03 14:47:20,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
19,2025-10-03 14:47:31,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
19,2025-10-03 14:47:43,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
19,2025-10-03 14:47:54,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
19,2025-10-03 14:48:06,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
19,2025-10-03 14:48:18,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
19,2025-10-03 14:48:29,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
20,2025-10-03 14:48:40,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,RUNNING,2,-2.974320,RUNNING
20.0,2025-10-03 14:48:48,-2.974320,1,2,-2.974320,RUNNING,1,-2.974320,RUNNING,1,-2.974320,STOPPED,2,-2.974320,RUNNING,1,-2.974320,RUNNING,2,-2.974320,STOPPED,2,-2.974320,RUNNING
